Rv0001	NP_214515.1
Rv2905	NP_217421.1
Rv2906c	NP_217422.1
Rv2907c	NP_217423.1
Rv2908c	NP_217424.1
Rv2909c	NP_217425.1
Rv2910c	NP_217426.1
Rv2911	YP_177914.1
Rv2912c	NP_217428.1
Rv2913c	NP_217429.1
Rv2914c	NP_217430.1
Rv2915c	NP_217431.1
Rv2916c	NP_217432.1
Rv2917	NP_217433.1
Rv2918c	NP_217434.1
Rv2919c	NP_217435.1
Rv2920c	NP_217436.1
Rv2921c	NP_217437.1
Rv2922c	NP_217438.2
Rv2922A	YP_177679.1
Rv2923c	NP_217439.1
Rv2924c	NP_217440.1
Rv2925c	NP_217441.1
Rv2926c	NP_217442.1
Rv2927c	NP_217443.1
Rv2928	NP_217444.1
Rv2929	NP_217445.1
Rv2930	NP_217446.2
Rv2931	NP_217447.1
Rv2932	NP_217448.1
Rv2933	NP_217449.1
Rv2934	NP_217450.1
Rv2935	NP_217451.1
Rv2936	NP_217452.1
Rv2937	NP_217453.1
Rv2938	NP_217454.1
Rv2939	NP_217455.1
Rv2940c	NP_217456.1
Rv2941	NP_217457.1
Rv2942	NP_217458.1
Rv2943	NP_217459.1
Rv2943A	YP_177680.1
Rv2944	NP_217460.1
Rv2945c	NP_217461.1
Rv2946c	NP_217462.1
Rv2947c	NP_217463.1
Rv2948c	NP_217464.1
Rv2949c	NP_217465.1
Rv2950c	NP_217466.3
Rv2951c	NP_217467.1
Rv2952	NP_217468.1
Rv2953	NP_217469.1
Rv2954c	NP_217470.1
Rv2955c	NP_217471.1
Rv2956	NP_217472.1
Rv2957	NP_217473.1
Rv2958c	NP_217474.1
Rv2959c	NP_217475.1
Rv2960c	NP_217476.1
Rv2961	NP_217477.1
Rv2962c	NP_217478.1
Rv2963	NP_217479.1
Rv2964	NP_217480.1
Rv2965c	NP_217481.1
Rv2966c	NP_217482.1
Rv2967c	NP_217483.1
Rv2968c	NP_217484.1
Rv2969c	NP_217485.1
Rv2970c	NP_217486.1
Rv2970A	YP_177681.1
Rv2971	NP_217487.1
Rv2972c	NP_217488.1
Rv2973c	NP_217489.1
Rv2974c	NP_217490.1
Rv2975c	NP_217491.1
Rv2975a	YP_009030042.1
Rv2976c	NP_217492.1
Rv2977c	NP_217493.1
Rv2978c	NP_217494.1
Rv2979c	NP_217495.1
Rv2980	NP_217496.1
Rv2981c	NP_217497.1
Rv2982c	NP_217498.1
Rv2983	NP_217499.1
Rv2984	NP_217500.1
Rv2985	NP_217501.1
Rv2986c	NP_217502.1
Rv2987c	NP_217503.1
Rv2988c	NP_217504.1
Rv2989	NP_217505.1
Rv2990c	NP_217506.1
Rv2991	NP_217507.1
Rv2992c	YP_177915.1
Rv2993c	NP_217509.3
Rv2994	NP_217510.1
Rv2995c	NP_217511.1
Rv2996c	YP_177916.1
Rv2997	NP_217513.1
Rv2998	NP_217514.1
Rv2999	NP_217515.1
Rv3000	NP_217516.1
Rv3001c	NP_217517.3
Rv3002c	NP_217518.1
Rv3003c	YP_177917.1
Rv3004	NP_217520.1
Rv3005c	NP_217521.1
Rv3006	NP_217522.1
Rv3007c	NP_217523.1
Rv3008	NP_217524.1
Rv3009c	NP_217525.1
Rv3010c	NP_217526.1
Rv3011c	NP_217527.2
Rv3012c	NP_217528.1
Rv3013	NP_217529.1
Rv3014c	NP_217530.1
Rv3015c	NP_217531.1
Rv3016	NP_217532.1
Rv3017c	NP_217533.1
Rv3018c	YP_177918.1
Rv3019c	NP_217535.1
Rv3020c	YP_177919.1
Rv3022A	YP_177685.1
Rv3023c	NP_217539.1
Rv3024c	NP_217540.1
Rv3025c	NP_217541.1
Rv3026c	NP_217542.1
Rv3027c	NP_217543.2
Rv3028c	NP_217544.1
Rv3029c	NP_217545.1
Rv3030	NP_217546.1
Rv3031	NP_217547.1
Rv3032	NP_217548.1
Rv3032A	YP_004837058.1
Rv3033	NP_217549.1
Rv3034c	NP_217550.1
Rv3035	NP_217551.1
Rv3036c	NP_217552.1
Rv3037c	NP_217553.1
Rv3038c	NP_217554.1
Rv3039c	NP_217555.1
Rv3040c	NP_217556.1
Rv3041c	NP_217557.1
Rv3042c	NP_217558.1
Rv3043c	NP_217559.1
Rv3044	NP_217560.1
Rv3045	NP_217561.1
Rv3046c	NP_217562.1
Rv3047c	NP_217563.1
Rv3048c	YP_177921.1
Rv3049c	NP_217565.1
Rv3050c	NP_217566.1
Rv3051c	NP_217567.1
Rv3052c	NP_217568.1
Rv3053c	NP_217569.1
Rv3054c	NP_217570.1
Rv3055	NP_217571.1
Rv3056	NP_217572.1
Rv3057c	NP_217573.1
Rv3058c	NP_217574.1
Rv3059	NP_217575.1
Rv3060c	NP_217576.1
Rv3061c	NP_217577.1
Rv3062	NP_217578.1
Rv3063	NP_217579.1
Rv3064c	NP_217580.1
Rv3065	YP_177922.1
Rv3066	NP_217582.1
Rv3067	NP_217583.1
Rv3068c	NP_217584.1
Rv3069	NP_217585.1
Rv3070	NP_217586.1
Rv3071	NP_217587.1
Rv3072c	NP_217588.1
Rv3073c	NP_217589.1
Rv3074	NP_217590.1
Rv3075c	NP_217591.1
Rv3076	NP_217592.1
Rv3077	YP_177923.1
Rv3078	NP_217594.1
Rv3079c	NP_217595.1
Rv3080c	NP_217596.1
Rv3081	NP_217597.1
Rv3082c	NP_217598.1
Rv3083	NP_217599.1
Rv3084	NP_217600.1
Rv3085	NP_217601.1
Rv3086	NP_217602.1
Rv3087	NP_217603.1
Rv3088	NP_217604.1
Rv3089	NP_217605.1
Rv3090	NP_217606.1
Rv3091	NP_217607.1
Rv3092c	NP_217608.1
Rv3093c	NP_217609.1
Rv3094c	NP_217610.1
Rv3095	NP_217611.1
Rv3096	NP_217612.1
Rv3097c	YP_177924.1
Rv3098c	NP_217614.1
Rv3098A	YP_007411812.1
Rv3099c	NP_217615.1
Rv3100c	NP_217616.1
Rv3101c	NP_217617.1
Rv3102c	NP_217618.1
Rv3103c	NP_217619.1
Rv3104c	NP_217620.1
Rv3105c	NP_217621.1
Rv3106	NP_217622.1
Rv3107c	NP_217623.1
Rv3108	NP_217624.1
Rv3109	YP_177925.1
Rv3110	YP_177926.1
Rv3111	YP_177927.1
Rv3112	YP_177928.1
Rv3113	NP_217629.1
Rv3114	NP_217630.1
Rv3115	NP_217631.1
Rv3116	YP_177929.1
Rv3117	NP_217633.1
Rv3118	YP_177930.1
Rv3119	YP_177931.1
Rv3120	NP_217636.1
Rv3121	NP_217637.1
Rv3122	NP_217638.1
Rv3123	NP_217639.1
Rv3124	NP_217640.1
Rv3125c	YP_177932.1
Rv3126c	NP_217642.1
Rv3127	NP_217643.1
Rv3130c	NP_217646.1
Rv3131	NP_217647.3
Rv3132c	NP_217648.1
Rv3133c	NP_217649.1
Rv3134c	NP_217650.1
Rv3135	YP_177934.1
Rv3136	YP_177935.1
Rv3136A	YP_007411850.1
Rv3137	NP_217653.1
Rv3138	NP_217654.1
Rv3139	NP_217655.1
Rv3140	NP_217656.1
Rv3141	NP_217657.1
Rv3142c	NP_217658.1
Rv3143	NP_217659.1
Rv3144c	YP_177936.2
Rv3145	NP_217661.1
Rv3146	NP_217662.1
Rv3147	NP_217663.1
Rv3148	NP_217664.1
Rv3149	NP_217665.1
Rv3150	NP_217666.1
Rv3151	NP_217667.1
Rv3152	NP_217668.1
Rv3153	NP_217669.1
Rv3154	NP_217670.1
Rv3155	NP_217671.1
Rv3156	NP_217672.1
Rv3157	NP_217673.1
Rv3158	NP_217674.1
Rv3159c	YP_177937.1
Rv3160c	NP_217676.1
Rv3161c	NP_217677.1
Rv3162c	NP_217678.1
Rv3163c	NP_217679.1
Rv3164c	NP_217680.1
Rv3165c	NP_217681.1
Rv3166c	NP_217682.1
Rv3167c	NP_217683.1
Rv3168	NP_217684.1
Rv3169	NP_217685.1
Rv3170	NP_217686.1
Rv3171c	NP_217687.1
Rv3172c	NP_217688.1
Rv3173c	NP_217689.1
Rv3174	NP_217690.1
Rv3175	NP_217691.1
Rv3176c	YP_177938.1
Rv3177	NP_217693.1
Rv3178	NP_217694.1
Rv3178a	YP_009030043.1
Rv3179	NP_217695.1
Rv3180c	NP_217696.1
Rv3181c	NP_217697.1
Rv3182	NP_217698.1
Rv3183	NP_217699.1
Rv3188	NP_217704.1
Rv3189	NP_217705.1
Rv3190c	NP_217706.1
Rv3190A	YP_007411905.1
Rv3191c	NP_217707.1
Rv3192	NP_217708.1
Rv3193c	NP_217709.1
Rv3194c	NP_217710.1
Rv3195	NP_217711.1
Rv3196	NP_217712.1
Rv3196A	YP_177939.1
Rv3197	NP_217713.1
Rv3197A	YP_177940.1
Rv3198c	NP_217714.1
Rv3198A	YP_177941.1
Rv3199c	NP_217715.1
Rv3200c	NP_217716.1
Rv3201c	NP_217717.1
Rv3202c	NP_217718.1
Rv3202a	YP_009030044.1
Rv3203	NP_217719.1
Rv3204	NP_217720.1
Rv3205c	NP_217721.1
Rv3206c	YP_177942.1
Rv3207c	NP_217723.1
Rv3208	NP_217724.1
Rv3208A	YP_177943.1
Rv3209	NP_217725.1
Rv3210c	NP_217726.1
Rv3211	NP_217727.1
Rv3212	NP_217728.1
Rv3213c	NP_217729.1
Rv3214	YP_177944.1
Rv3215	NP_217731.1
Rv3217c	NP_217733.1
Rv3218	NP_217734.1
Rv3219	NP_217735.1
Rv3220c	NP_217736.1
Rv3221c	NP_217737.1
Rv3221A	YP_177945.1
Rv3222c	NP_217738.1
Rv3223c	NP_217739.1
Rv3224	NP_217740.1
Rv3225c	NP_217742.1
Rv3226c	NP_217743.1
Rv3227	NP_217744.1
Rv3228	NP_217745.1
Rv3229c	YP_177948.1
Rv3230c	NP_217747.1
Rv3231c	NP_217748.1
Rv3232c	NP_217749.1
Rv3234c	NP_217751.1
Rv3235	NP_217752.1
Rv3236c	YP_177949.1
Rv3237c	NP_217754.1
Rv3238c	NP_217755.1
Rv3239c	NP_217756.1
Rv3240c	YP_177950.1
Rv3241c	NP_217758.3
Rv3242c	NP_217759.1
Rv3243c	NP_217760.1
Rv3244c	NP_217761.1
Rv3245c	NP_217762.1
Rv3246c	NP_217763.1
Rv3247c	NP_217764.1
Rv3248c	NP_217765.1
Rv3249c	NP_217766.1
Rv3250c	NP_217767.1
Rv3251c	NP_217768.1
Rv3252c	NP_217769.1
Rv3253c	NP_217770.1
Rv3254	NP_217771.1
Rv3255c	NP_217772.1
Rv3256c	NP_217773.1
Rv3257c	NP_217774.1
Rv3258c	NP_217775.1
Rv3259	NP_217776.1
Rv3260c	NP_217777.1
Rv3261	NP_217778.1
Rv3262	NP_217779.1
Rv3263	NP_217780.1
Rv3264c	YP_177951.1
Rv3265c	YP_177952.3
Rv3266c	NP_217783.1
Rv3267	NP_217784.1
Rv3268	NP_217785.3
Rv3269	NP_217786.1
Rv3270	NP_217787.1
Rv3271c	NP_217788.1
Rv3272	NP_217789.1
Rv3273	NP_217790.1
Rv3274c	NP_217791.1
Rv3275c	NP_217792.1
Rv3276c	NP_217793.1
Rv3277	NP_217794.1
Rv3278c	NP_217795.1
Rv3279c	NP_217796.1
Rv3280	NP_217797.1
Rv3281	NP_217798.1
Rv3282	NP_217799.1
Rv3283	NP_217800.1
Rv3284	NP_217801.1
Rv3285	NP_217802.1
Rv3286c	NP_217803.1
Rv3287c	NP_217804.4
Rv3288c	NP_217805.1
Rv3289c	NP_217806.1
Rv3290c	NP_217807.1
Rv3291c	NP_217808.1
Rv3292	NP_217809.1
Rv3293	YP_177953.1
Rv3294c	YP_177954.1
Rv3295	NP_217812.1
Rv3296	NP_217813.1
Rv3297	NP_217814.1
Rv3298c	NP_217815.1
Rv3299c	NP_217816.1
Rv3300c	NP_217817.1
Rv3301c	NP_217818.1
Rv3302c	NP_217819.1
Rv3303c	NP_217820.1
Rv3304	NP_217821.1
Rv3305c	YP_177955.1
Rv3306c	YP_177956.1
Rv3307	NP_217824.1
Rv3308	NP_217825.1
Rv3309c	NP_217826.1
Rv3310	NP_217827.1
Rv3311	NP_217828.1
Rv3312c	NP_217829.1
Rv3312b	YP_009030045.1
Rv3312A	YP_177957.1
Rv3313c	NP_217830.1
Rv3314c	NP_217831.1
Rv3315c	NP_217832.1
Rv3316	NP_217833.1
Rv3317	NP_217834.1
Rv3318	NP_217835.1
Rv3319	NP_217836.1
Rv3320c	NP_217837.1
Rv3321c	NP_217838.1
Rv3322c	YP_177958.1
Rv3323c	YP_177959.1
Rv3324c	NP_217841.3
Rv3327	NP_217844.1
Rv3328c	NP_217845.1
Rv3329	NP_217846.3
Rv3330	NP_217847.1
Rv3331	NP_217848.1
Rv3332	NP_217849.1
Rv3333c	NP_217850.1
Rv3334	NP_217851.1
Rv3335c	NP_217852.1
Rv3336c	NP_217853.1
Rv3339c	NP_217856.1
Rv3340	NP_217857.1
Rv3341	NP_217858.1
Rv3342	NP_217859.1
Rv3343c	YP_177960.1
Rv3344c	YP_177961.2
Rv3345c	YP_177962.1
Rv3346c	NP_217863.1
Rv3347c	YP_177963.1
Rv3348	NP_217865.1
Rv3349c	NP_217866.2
Rv3350c	YP_177964.1
Rv3351c	NP_217868.1
Rv3352c	NP_217869.1
Rv3353c	NP_217870.2
Rv3354	NP_217871.1
Rv3355c	NP_217872.1
Rv3356c	NP_217873.1
Rv3357	NP_217874.1
Rv3358	NP_217875.1
Rv3359	NP_217876.1
Rv3360	NP_217877.1
Rv3361c	NP_217878.1
Rv3362c	NP_217879.1
Rv3363c	NP_217880.1
Rv3364c	NP_217881.1
Rv3365c	NP_217882.1
Rv3366	NP_217883.1
Rv3367	YP_177965.1
Rv3368c	NP_217885.1
Rv3369	NP_217886.1
Rv3370c	NP_217887.3
Rv3371	NP_217888.1
Rv3372	NP_217889.1
Rv3373	NP_217890.1
Rv3375	NP_217892.1
Rv3376	NP_217893.1
Rv3377c	NP_217894.1
Rv3378c	NP_217895.1
Rv3379c	NP_217896.1
Rv3382c	YP_177967.1
Rv3383c	NP_217900.1
Rv3384c	NP_217901.1
Rv3385c	NP_217902.1
Rv3386	NP_217903.1
Rv3387	NP_217904.1
Rv3388	YP_177968.1
Rv3389c	NP_217906.1
Rv3390	NP_217907.1
Rv3391	NP_217908.1
Rv3392c	NP_217909.1
Rv3393	NP_217910.1
Rv3394c	NP_217911.1
Rv3395c	NP_217912.2
Rv3395A	YP_177969.1
Rv3396c	NP_217913.1
Rv3397c	NP_217914.1
Rv3398c	YP_177970.1
Rv3399	NP_217916.1
Rv3400	NP_217917.1
Rv3401	NP_217918.1
Rv3402c	NP_217919.1
Rv3403c	NP_217920.1
Rv3404c	NP_217921.1
Rv3405c	NP_217922.1
Rv3406	NP_217923.1
Rv3407	NP_217924.1
Rv3408	NP_217925.1
Rv3409c	NP_217926.1
Rv3410c	NP_217927.1
Rv3411c	NP_217928.1
Rv3412	NP_217929.1
Rv3413c	NP_217930.1
Rv3414c	NP_217931.1
Rv3415c	NP_217932.1
Rv3416	NP_217933.1
Rv3417c	NP_217934.1
Rv3418c	NP_217935.1
Rv3419c	NP_217936.1
Rv3420c	NP_217937.1
Rv3421c	NP_217938.1
Rv3422c	NP_217939.1
Rv3423c	NP_217940.1
Rv3424c	NP_217941.1
Rv3425	YP_177971.1
Rv3426	YP_177972.1
Rv3427c	NP_217944.1
Rv3428c	NP_217945.1
Rv3429	YP_177973.1
Rv3430c	NP_217947.1
Rv3430a	YP_009030046.1
Rv3432c	NP_217949.1
Rv3433c	NP_217950.1
Rv3434c	NP_217951.1
Rv3435c	NP_217952.1
Rv3436c	NP_217953.1
Rv3437	NP_217954.1
Rv3438	NP_217955.1
Rv3439c	NP_217956.1
Rv3440c	NP_217957.1
Rv3441c	NP_217958.1
Rv3442c	NP_217959.1
Rv3443c	NP_217960.1
Rv3444c	NP_217961.1
Rv3445c	NP_217962.2
Rv3446c	NP_217963.1
Rv3447c	NP_217964.1
Rv3448	NP_217965.1
Rv3449	NP_217966.1
Rv3450c	NP_217967.1
Rv3451	NP_217968.2
Rv3452	NP_217969.1
Rv3455c	NP_217972.3
Rv3456c	NP_217973.1
Rv3457c	NP_217974.1
Rv3458c	NP_217975.1
Rv3459c	NP_217976.1
Rv3460c	NP_217977.1
Rv3461c	NP_217978.1
Rv3462c	NP_217979.1
Rv3463	NP_217980.1
Rv3464	NP_217981.1
Rv3465	NP_217982.1
Rv3466	NP_217983.1
Rv3467	NP_217984.1
Rv3468c	YP_177974.1
Rv3469c	NP_217986.1
Rv3470c	NP_217987.1
Rv3471c	NP_217988.1
Rv3472	NP_217989.1
Rv3473c	NP_217990.1
Rv3477	YP_177975.1
Rv3478	YP_177976.1
Rv3479	NP_217996.2
Rv3480c	NP_217997.1
Rv3481c	NP_217998.1
Rv3482c	NP_217999.1
Rv3483c	NP_218000.1
Rv3484	NP_218001.1
Rv3485c	NP_218002.1
Rv3486	NP_218003.1
Rv3487c	NP_218004.3
Rv3488	NP_218005.1
Rv3489	NP_218006.1
Rv3490	NP_218007.1
Rv3491	NP_218008.1
Rv3492c	NP_218009.1
Rv3493c	NP_218010.1
Rv3494c	NP_218011.1
Rv3495c	NP_218012.1
Rv3496c	NP_218013.1
Rv3497c	NP_218014.1
Rv3498c	NP_218015.1
Rv3499c	YP_177977.1
Rv3500c	NP_218017.1
Rv3501c	NP_218018.1
Rv3502c	NP_218019.1
Rv3503c	NP_218020.1
Rv3504	NP_218021.1
Rv3505	NP_218022.1
Rv3506	NP_218023.1
Rv3507	YP_177978.1
Rv3508	YP_177979.1
Rv3509c	NP_218026.1
Rv3510c	NP_218027.1
Rv3511	YP_177980.1
Rv3512	YP_177981.2
Rv3513c	NP_218030.1
Rv3514	YP_177982.1
Rv3515c	YP_177983.1
Rv3516	NP_218033.1
Rv3517	NP_218034.1
Rv3518c	NP_218035.1
Rv3519	NP_218036.1
Rv3520c	NP_218037.1
Rv3521	NP_218038.1
Rv3522	NP_218039.1
Rv3523	NP_218040.1
Rv3524	NP_218041.1
Rv3525c	NP_218042.1
Rv3526	NP_218043.1
Rv3527	NP_218044.1
Rv3528c	NP_218045.1
Rv3529c	NP_218046.1
Rv3530c	NP_218047.1
Rv3531c	NP_218048.1
Rv3532	YP_177984.1
Rv3533c	YP_177985.1
Rv3534c	NP_218051.1
Rv3535c	NP_218052.1
Rv3536c	NP_218053.1
Rv3537	NP_218054.1
Rv3538	YP_177986.1
Rv3539	YP_177987.1
Rv3540c	NP_218057.1
Rv3541c	NP_218058.1
Rv3542c	NP_218059.1
Rv3543c	NP_218060.1
Rv3544c	NP_218061.1
Rv3545c	NP_218062.1
Rv3546	NP_218063.1
Rv3547	NP_218064.1
Rv3548c	NP_218065.1
Rv3549c	NP_218066.1
Rv3550	NP_218067.1
Rv3551	NP_218068.1
Rv3552	NP_218069.1
Rv3553	NP_218070.1
Rv3554	NP_218071.1
Rv3555c	NP_218072.1
Rv3556c	NP_218073.1
Rv3557c	NP_218074.1
Rv3558	YP_177988.1
Rv3559c	NP_218076.1
Rv3560c	NP_218077.1
Rv3561	NP_218078.1
Rv3562	NP_218079.1
Rv3563	NP_218080.1
Rv3564	NP_218081.1
Rv3565	NP_218082.1
Rv3566c	YP_177989.1
Rv3566A	YP_177990.1
Rv3567c	NP_218084.1
Rv3568c	NP_218085.1
Rv3569c	NP_218086.1
Rv3570c	NP_218087.1
Rv3571	NP_218088.1
Rv3572	NP_218089.1
Rv3573c	NP_218090.1
Rv3574	NP_218091.3
Rv3575c	NP_218092.1
Rv3576	YP_177991.1
Rv3577	NP_218094.1
Rv3578	NP_218095.1
Rv3579c	NP_218096.1
Rv3580c	YP_177992.1
Rv3581c	NP_218098.1
Rv3582c	NP_218099.1
Rv3583c	NP_218100.1
Rv3584	NP_218101.1
Rv3585	NP_218102.1
Rv3586	NP_218103.1
Rv3587c	NP_218104.1
Rv3588c	NP_218105.1
Rv3589	NP_218106.1
Rv3590c	YP_177993.1
Rv3591c	NP_218108.1
Rv3592	NP_218109.1
Rv3593	NP_218110.1
Rv3594	NP_218111.1
Rv3595c	YP_177994.1
Rv3596c	YP_177995.1
Rv3597c	NP_218114.1
Rv3598c	NP_218115.1
Rv3600c	NP_218117.1
Rv3601c	NP_218118.1
Rv3602c	NP_218119.1
Rv3603c	NP_218120.1
Rv3604c	NP_218121.2
Rv3605c	NP_218122.1
Rv3606c	NP_218123.1
Rv3607c	YP_177996.1
Rv3608c	YP_177997.1
Rv3609c	NP_218126.1
Rv3610c	NP_218127.1
Rv3612c	NP_218129.1
Rv3613c	NP_218130.1
Rv3614c	NP_218131.1
Rv3615c	NP_218132.1
Rv3616c	NP_218133.1
Rv3617	NP_218134.1
Rv3618	NP_218135.1
Rv3619c	NP_218136.1
Rv3620c	NP_218137.1
Rv3621c	YP_177998.1
Rv3622c	YP_177999.1
Rv3623	NP_218140.1
Rv3624c	NP_218141.1
Rv3625c	NP_218142.1
Rv3626c	NP_218143.1
Rv3627c	NP_218144.1
Rv3628	NP_218145.1
Rv3629c	NP_218146.1
Rv3630	NP_218147.1
Rv3631	NP_218148.1
Rv3632	NP_218149.1
Rv3633	NP_218150.1
Rv3634c	NP_215015.2
Rv3635	NP_218152.1
Rv3638	NP_218155.1
Rv3639c	NP_218156.1
Rv3640c	NP_218157.1
Rv3641c	NP_218158.1
Rv3642c	NP_218159.1
Rv3643	NP_218160.1
Rv3644c	NP_218161.1
Rv3645	NP_218162.1
Rv3646c	NP_218163.1
Rv3647c	NP_218164.1
Rv3648c	NP_218165.1
Rv3649	NP_218166.1
Rv3650	YP_178000.1
Rv3651	NP_218168.1
Rv3652	YP_178001.1
Rv3653	YP_178002.1
Rv3654c	NP_218171.2
Rv3655c	NP_218172.1
Rv3656c	NP_218173.1
Rv3657c	NP_218174.1
Rv3658c	NP_218175.1
Rv3659c	YP_178003.1
Rv3660c	NP_218177.1
Rv3661	NP_218178.1
Rv3662c	NP_218179.1
Rv3663c	NP_218180.1
Rv3664c	NP_218181.1
Rv3665c	NP_218182.1
Rv3666c	NP_218183.1
Rv3667	NP_218184.1
Rv3668c	NP_218185.1
Rv3669	NP_218186.1
Rv3670	NP_218187.1
Rv3671c	NP_218188.1
Rv3672c	NP_218189.1
Rv3673c	NP_218190.1
Rv3674c	NP_218191.2
Rv3675	NP_218192.1
Rv3676	NP_218193.1
Rv3677c	NP_218194.1
Rv3678c	NP_218195.1
Rv3678A	YP_178004.1
Rv3679	NP_218196.1
Rv3680	NP_218197.1
Rv3681c	NP_218198.2
Rv3682	YP_178005.1
Rv3683	NP_218200.1
Rv3684	NP_218201.3
Rv3685c	NP_218202.1
Rv3686c	NP_218203.1
Rv3687c	NP_218204.1
Rv3688c	NP_218205.1
Rv3689	NP_218206.1
Rv3690	NP_218207.1
Rv3691	NP_218208.1
Rv3692	NP_218209.1
Rv3693	NP_218210.1
Rv3694c	NP_218211.1
Rv3695	NP_218212.1
Rv3696c	NP_218213.1
Rv3697c	NP_218214.1
Rv3697A	YP_007412423.1
Rv3698	NP_218215.1
Rv3699	NP_218216.1
Rv3700c	NP_218217.1
Rv3701c	NP_218218.1
Rv3702c	NP_218219.1
Rv3703c	NP_218220.1
Rv3704c	NP_218221.1
Rv3705c	NP_218222.1
Rv3705A	YP_178006.1
Rv3706c	NP_218223.1
Rv3707c	NP_218224.1
Rv3708c	NP_218225.1
Rv3709c	NP_218226.1
Rv3710	NP_218227.3
Rv3711c	NP_218228.1
Rv3712	NP_218229.1
Rv3713	NP_218230.1
Rv3714c	NP_218231.1
Rv3715c	NP_218232.1
Rv3716c	NP_218233.1
Rv3717	NP_218234.1
Rv3718c	NP_218235.1
Rv3719	NP_218236.1
Rv3720	NP_218237.3
Rv3721c	NP_218238.1
Rv3722c	NP_218239.2
Rv3723	NP_218240.1
Rv3725	NP_218242.1
Rv3726	NP_218243.1
Rv3727	NP_218244.1
Rv3728	NP_218245.1
Rv3729	NP_218246.1
Rv3730c	NP_218247.1
Rv3731	NP_218248.1
Rv3732	NP_218249.1
Rv3733c	NP_218250.1
Rv3734c	NP_218251.1
Rv3735	NP_218252.1
Rv3736	NP_218253.1
Rv3737	NP_218254.1
Rv3738c	YP_178009.1
Rv3739c	YP_178010.1
Rv3740c	NP_218257.1
Rv3741c	NP_218258.1
Rv3742c	NP_218259.1
Rv3743c	NP_218260.1
Rv3744	NP_218261.1
Rv3745c	NP_218262.1
Rv3746c	YP_178011.1
Rv3747	NP_218264.1
Rv3748	NP_218265.1
Rv3749c	NP_218266.1
Rv3750c	NP_218267.1
Rv3752c	NP_218269.1
Rv3753c	NP_218270.3
Rv3754	NP_218271.3
Rv3755c	NP_218272.1
Rv3756c	NP_218273.1
Rv3757c	NP_218274.1
Rv3758c	NP_218275.1
Rv3759c	NP_218276.1
Rv3760	NP_218277.1
Rv3761c	NP_218278.1
Rv3762c	NP_218279.1
Rv3763	NP_218280.1
Rv3764c	NP_218281.1
Rv3765c	NP_218282.1
Rv3766	NP_218283.1
Rv3767c	NP_218284.1
Rv3768	NP_218285.1
Rv3769	NP_218286.1
Rv3770c	NP_218287.1
Rv3771c	NP_218288.1
Rv3772	NP_218289.1
Rv3773c	NP_218290.1
Rv3774	NP_218291.1
Rv3775	NP_218292.1
Rv3776	NP_218293.1
Rv3777	NP_218294.1
Rv3778c	NP_218295.1
Rv3779	NP_218296.1
Rv3780	NP_218297.1
Rv3781	NP_218298.1
Rv3782	YP_178014.1
Rv3783	NP_218300.1
Rv3784	YP_178015.1
Rv3785	NP_218302.1
Rv3786c	NP_218303.1
Rv3787c	NP_218304.1
Rv3788	NP_218305.1
Rv3789	NP_218306.1
Rv3790	NP_218307.1
Rv3791	NP_218308.1
Rv3792	NP_218309.1
Rv3793	NP_218310.1
Rv3794	NP_218311.1
Rv3795	NP_218312.1
Rv3796	YP_178016.1
Rv3797	NP_218314.1
Rv3798	NP_218315.1
Rv3799c	NP_218316.2
Rv3800c	NP_218317.1
Rv3801c	NP_218318.1
Rv3802c	NP_218319.1
Rv3803c	YP_178017.1
Rv3804c	NP_218321.1
Rv3805c	NP_218322.1
Rv3806c	NP_218323.1
Rv3807c	NP_218324.1
Rv3808c	NP_218325.1
Rv3809c	NP_218326.1
Rv3810	NP_218327.1
Rv3811	YP_178018.1
Rv3812	YP_178019.1
Rv3813c	NP_218330.1
Rv3814c	NP_218331.1
Rv3815c	NP_218332.1
Rv3816c	NP_218333.1
Rv3817	NP_218334.1
Rv3818	NP_218335.1
Rv3819	NP_218336.1
Rv3820c	YP_178020.1
Rv3821	NP_218338.1
Rv3822	NP_218339.1
Rv3823c	NP_218340.1
Rv3824c	NP_218341.1
Rv3825c	NP_218342.1
Rv3826	NP_218343.1
Rv3827c	NP_218344.1
Rv3828c	NP_218345.1
Rv3829c	NP_218346.1
Rv3830c	NP_218347.1
Rv3831	NP_218348.1
Rv3832c	NP_218349.1
Rv3833	NP_218350.1
Rv3834c	NP_218351.1
Rv3835	NP_218352.1
Rv3836	NP_218353.1
Rv3837c	NP_218354.1
Rv3838c	NP_218355.1
Rv3839	NP_218356.1
Rv3840	NP_218357.1
Rv3841	NP_218358.1
Rv3842c	NP_218359.1
Rv3843c	NP_218360.1
Rv3844	NP_218361.1
Rv3845	NP_218362.1
Rv3846	NP_218363.1
Rv3847	NP_218364.1
Rv3848	NP_218365.1
Rv3849	NP_218366.1
Rv3850	NP_218367.1
Rv3851	NP_218368.1
Rv3852	NP_218369.1
Rv3853	NP_218370.1
Rv3854c	NP_218371.1
Rv3855	NP_218372.1
Rv3856c	NP_218373.1
Rv3857c	NP_218374.1
Rv3858c	NP_218375.1
Rv3859c	NP_218376.1
Rv3860	NP_218377.1
Rv3861	NP_218378.1
Rv3862c	NP_218379.1
Rv3863	NP_218380.1
Rv3864	NP_218381.1
Rv3865	NP_218382.1
Rv3866	NP_218383.1
Rv3867	NP_218384.1
Rv3868	NP_218385.1
